jump_instr_address,jump_instr,jump_type,parent_function_name,parent_function_start,target_address,target_function_name,target_function_start
0xafd3,jne,条件跳转,e1000_check_for_link,0xae30,0xb05b,e1000_check_for_link,0xae30
0xafe6,ja,条件跳转,e1000_check_for_link,0xae30,0xafec,e1000_check_for_link,0xae30
0xaff0,jne,条件跳转,e1000_check_for_link,0xae30,0xb0f5,e1000_check_for_link,0xae30
0xb002,jne,条件跳转,e1000_check_for_link,0xae30,0xaf75,e1000_check_for_link,0xae30
0xb011,jbe,条件跳转,e1000_check_for_link,0xae30,0xb184,e1000_check_for_link,0xae30
0xb025,callq,函数调用,e1000_check_for_link,0xae30,0x8f60,e1000_config_mac_to_phy.part.0,0x8f60
0xb02f,je,条件跳转,e1000_check_for_link,0xae30,0xafc6,e1000_check_for_link,0xae30
0xb03b,callq,函数调用,e1000_check_for_link,0xae30,0xb040,e1000_check_for_link,0xae30
0xb051,callq,函数调用,e1000_check_for_link,0xae30,0xb056,e1000_check_for_link,0xae30
0xb065,callq,函数调用,e1000_check_for_link,0xae30,0xb06a,e1000_check_for_link,0xae30
0xb07b,callq,函数调用,e1000_check_for_link,0xae30,0xb080,e1000_check_for_link,0xae30
0xb091,callq,函数调用,e1000_check_for_link,0xae30,0xb096,e1000_check_for_link,0xae30
0xb098,jne,条件跳转,e1000_check_for_link,0xae30,0xaf53,e1000_check_for_link,0xae30
0xb0ca,callq,函数调用,e1000_check_for_link,0xae30,0xb0cf,e1000_check_for_link,0xae30
0xb0d1,jne,条件跳转,e1000_check_for_link,0xae30,0xaf53,e1000_check_for_link,0xae30
0xb100,callq,函数调用,e1000_check_for_link,0xae30,0xb105,e1000_check_for_link,0xae30
0xb10a,jne,条件跳转,e1000_check_for_link,0xae30,0xb15a,e1000_check_for_link,0xae30
0xb11b,je,条件跳转,e1000_check_for_link,0xae30,0xb1cf,e1000_check_for_link,0xae30
0xb125,ja,条件跳转,e1000_check_for_link,0xae30,0xb12b,e1000_check_for_link,0xae30
0xb12f,je,条件跳转,e1000_check_for_link,0xae30,0xaff6,e1000_check_for_link,0xae30
0xb164,callq,函数调用,e1000_check_for_link,0xae30,0xb169,e1000_check_for_link,0xae30
0xb17a,callq,函数调用,e1000_check_for_link,0xae30,0xb17f,e1000_check_for_link,0xae30
0xb196,callq,函数调用,e1000_check_for_link,0xae30,0xa2c0,e1000_polarity_reversal_workaround,0xa2c0
0xb1d3,ja,条件跳转,e1000_check_for_link,0xae30,0xb1d9,e1000_check_for_link,0xae30
0xb1dd,jne,条件跳转,e1000_check_for_link,0xae30,0xaff6,e1000_check_for_link,0xae30
0xb208,callq,函数调用,e1000_check_for_link,0xae30,0xb20d,e1000_check_for_link,0xae30
0xb210,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb215,e1000_phy_setup_autoneg,0xb210
0xb23e,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb243,e1000_phy_setup_autoneg,0xb210
0xb248,je,条件跳转,e1000_phy_setup_autoneg,0xb210,0xb270,e1000_phy_setup_autoneg,0xb210
0xb257,jne,条件跳转,e1000_phy_setup_autoneg,0xb210,0xb50e,e1000_phy_setup_autoneg,0xb210
0xb27c,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb281,e1000_phy_setup_autoneg,0xb210
0xb286,jne,条件跳转,e1000_phy_setup_autoneg,0xb210,0xb24a,e1000_phy_setup_autoneg,0xb210
0xb2a3,je,条件跳转,e1000_phy_setup_autoneg,0xb210,0xb2af,e1000_phy_setup_autoneg,0xb210
0xb2b1,je,条件跳转,e1000_phy_setup_autoneg,0xb210,0xb2bd,e1000_phy_setup_autoneg,0xb210
0xb2bf,je,条件跳转,e1000_phy_setup_autoneg,0xb210,0xb2cc,e1000_phy_setup_autoneg,0xb210
0xb2ce,je,条件跳转,e1000_phy_setup_autoneg,0xb210,0xb2db,e1000_phy_setup_autoneg,0xb210
0xb2dd,je,条件跳转,e1000_phy_setup_autoneg,0xb210,0xb2e4,e1000_phy_setup_autoneg,0xb210
0xb2e6,je,条件跳转,e1000_phy_setup_autoneg,0xb210,0xb2f3,e1000_phy_setup_autoneg,0xb210
0xb2fa,je,条件跳转,e1000_phy_setup_autoneg,0xb210,0xb4d2,e1000_phy_setup_autoneg,0xb210
0xb300,ja,条件跳转,e1000_phy_setup_autoneg,0xb210,0xb388,e1000_phy_setup_autoneg,0xb210
0xb308,je,条件跳转,e1000_phy_setup_autoneg,0xb210,0xb4c2,e1000_phy_setup_autoneg,0xb210
0xb324,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb329,e1000_phy_setup_autoneg,0xb210
0xb32e,jne,条件跳转,e1000_phy_setup_autoneg,0xb210,0xb24a,e1000_phy_setup_autoneg,0xb210
0xb33b,je,条件跳转,e1000_phy_setup_autoneg,0xb210,0xb24a,e1000_phy_setup_autoneg,0xb210
0xb34d,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb352,e1000_phy_setup_autoneg,0xb210
0xb365,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb36a,e1000_phy_setup_autoneg,0xb210
0xb37e,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb383,e1000_phy_setup_autoneg,0xb210
0xb38b,je,条件跳转,e1000_phy_setup_autoneg,0xb210,0xb30e,e1000_phy_setup_autoneg,0xb210
0xb3a5,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb3aa,e1000_phy_setup_autoneg,0xb210
0xb3be,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb3c3,e1000_phy_setup_autoneg,0xb210
0xb3cb,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb3d0,e1000_phy_setup_autoneg,0xb210
0xb3e1,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb3e6,e1000_phy_setup_autoneg,0xb210
0xb3f6,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb3fb,e1000_phy_setup_autoneg,0xb210
0xb40c,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb411,e1000_phy_setup_autoneg,0xb210
0xb421,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb426,e1000_phy_setup_autoneg,0xb210
0xb437,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb43c,e1000_phy_setup_autoneg,0xb210
0xb44c,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb451,e1000_phy_setup_autoneg,0xb210
0xb462,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb467,e1000_phy_setup_autoneg,0xb210
0xb477,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb47c,e1000_phy_setup_autoneg,0xb210
0xb48d,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb492,e1000_phy_setup_autoneg,0xb210
0xb4a2,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb4a7,e1000_phy_setup_autoneg,0xb210
0xb4b8,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb4bd,e1000_phy_setup_autoneg,0xb210
0xb4ee,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb4f3,e1000_phy_setup_autoneg,0xb210
0xb504,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb509,e1000_phy_setup_autoneg,0xb210
0xb50e,callq,函数调用,e1000_phy_setup_autoneg,0xb210,0xb513,e1000_phy_setup_autoneg,0xb210
0xb520,callq,函数调用,e1000_phy_hw_reset,0xb520,0xb525,e1000_phy_hw_reset,0xb520
0xb538,jbe,条件跳转,e1000_phy_hw_reset,0xb520,0xb5d6,e1000_phy_hw_reset,0xb520
0xb559,callq,函数调用,e1000_phy_hw_reset,0xb520,0xb55e,e1000_phy_hw_reset,0xb520
0xb56f,callq,函数调用,e1000_phy_hw_reset,0xb520,0xb574,e1000_phy_hw_reset,0xb520
0xb57d,jne,条件跳转,e1000_phy_hw_reset,0xb520,0xb599,e1000_phy_hw_reset,0xb520
0xb59e,callq,函数调用,e1000_phy_hw_reset,0xb520,0xb5a3,e1000_phy_hw_reset,0xb520
0xb5ae,callq,函数调用,e1000_phy_hw_reset,0xb520,0xb5b3,e1000_phy_hw_reset,0xb520
0xb5c4,callq,函数调用,e1000_phy_hw_reset,0xb520,0xb5c9,e1000_phy_hw_reset,0xb520
0xb5d0,ja,条件跳转,e1000_phy_hw_reset,0xb520,0xb53e,e1000_phy_hw_reset,0xb520
0xb5fc,callq,函数调用,e1000_phy_hw_reset,0xb520,0xb601,e1000_phy_hw_reset,0xb520
0xb620,callq,函数调用,e1000_phy_reset,0xb620,0xb625,e1000_phy_reset,0xb620
0xb645,je,条件跳转,e1000_phy_reset,0xb620,0xb6bc,e1000_phy_reset,0xb620
0xb64d,callq,函数调用,e1000_phy_reset,0xb620,0xb652,e1000_phy_reset,0xb620
0xb654,je,条件跳转,e1000_phy_reset,0xb620,0xb671,e1000_phy_reset,0xb620
0xb663,jne,条件跳转,e1000_phy_reset,0xb620,0xb6d1,e1000_phy_reset,0xb620
0xb686,callq,函数调用,e1000_phy_reset,0xb620,0xb68b,e1000_phy_reset,0xb620
0xb68d,jne,条件跳转,e1000_phy_reset,0xb620,0xb656,e1000_phy_reset,0xb620
0xb694,callq,函数调用,e1000_phy_reset,0xb620,0xb699,e1000_phy_reset,0xb620
0xb6a1,jne,条件跳转,e1000_phy_reset,0xb620,0xb656,e1000_phy_reset,0xb620
0xb6aa,je,条件跳转,e1000_phy_reset,0xb620,0xb656,e1000_phy_reset,0xb620
0xb6b2,callq,函数调用,e1000_phy_reset,0xb620,0x9da0,e1000_phy_init_script.part.0,0x9da0
0xb6ba,jmp,无条件跳转,e1000_phy_reset,0xb620,0xb656,e1000_phy_reset,0xb620
0xb6bc,callq,函数调用,e1000_phy_reset,0xb620,0xb6c1,e1000_phy_reset,0xb620
0xb6c3,jne,条件跳转,e1000_phy_reset,0xb620,0xb656,e1000_phy_reset,0xb620
0xb6cd,jne,条件跳转,e1000_phy_reset,0xb620,0xb656,e1000_phy_reset,0xb620
0xb6cf,jmp,无条件跳转,e1000_phy_reset,0xb620,0xb6a3,e1000_phy_reset,0xb620
0xb6d1,callq,函数调用,e1000_phy_reset,0xb620,0xb6d6,e1000_phy_reset,0xb620
0xb6e0,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb6e5,e1000_copper_link_igp_setup,0xb6e0
0xb70e,ja,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb714,e1000_copper_link_igp_setup,0xb6e0
0xb717,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb741,e1000_copper_link_igp_setup,0xb6e0
0xb729,jne,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xbadb,e1000_copper_link_igp_setup,0xb6e0
0xb744,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb749,e1000_copper_link_igp_setup,0xb6e0
0xb74e,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb757,e1000_copper_link_igp_setup,0xb6e0
0xb755,jmp,无条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb71c,e1000_copper_link_igp_setup,0xb6e0
0xb75c,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb761,e1000_copper_link_igp_setup,0xb6e0
0xb783,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb901,e1000_copper_link_igp_setup,0xb6e0
0xb795,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb79a,e1000_copper_link_igp_setup,0xb6e0
0xb79f,jne,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb71c,e1000_copper_link_igp_setup,0xb6e0
0xb7b4,jne,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb8cd,e1000_copper_link_igp_setup,0xb6e0
0xb7e1,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb7e6,e1000_copper_link_igp_setup,0xb6e0
0xb7eb,jne,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb71c,e1000_copper_link_igp_setup,0xb6e0
0xb7fa,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb719,e1000_copper_link_igp_setup,0xb6e0
0xb80b,jne,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb816,e1000_copper_link_igp_setup,0xb6e0
0xb81f,jne,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb82d,e1000_copper_link_igp_setup,0xb6e0
0xb837,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb9ad,e1000_copper_link_igp_setup,0xb6e0
0xb849,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb84e,e1000_copper_link_igp_setup,0xb6e0
0xb853,jne,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb71c,e1000_copper_link_igp_setup,0xb6e0
0xb865,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb872,e1000_copper_link_igp_setup,0xb6e0
0xb87a,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xbacc,e1000_copper_link_igp_setup,0xb6e0
0xb883,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xbac0,e1000_copper_link_igp_setup,0xb6e0
0xb88c,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xbab4,e1000_copper_link_igp_setup,0xb6e0
0xb89d,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb8a2,e1000_copper_link_igp_setup,0xb6e0
0xb8ad,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb8b2,e1000_copper_link_igp_setup,0xb6e0
0xb8c3,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb8c8,e1000_copper_link_igp_setup,0xb6e0
0xb8e9,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb97e,e1000_copper_link_igp_setup,0xb6e0
0xb8f1,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb970,e1000_copper_link_igp_setup,0xb6e0
0xb90c,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xba35,e1000_copper_link_igp_setup,0xb6e0
0xb91d,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xba8d,e1000_copper_link_igp_setup,0xb6e0
0xb926,jne,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb789,e1000_copper_link_igp_setup,0xb6e0
0xb938,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb93d,e1000_copper_link_igp_setup,0xb6e0
0xb942,jne,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb969,e1000_copper_link_igp_setup,0xb6e0
0xb959,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb95e,e1000_copper_link_igp_setup,0xb6e0
0xb963,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb789,e1000_copper_link_igp_setup,0xb6e0
0xb98d,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb992,e1000_copper_link_igp_setup,0xb6e0
0xb9a3,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb9a8,e1000_copper_link_igp_setup,0xb6e0
0xb9b9,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb9be,e1000_copper_link_igp_setup,0xb6e0
0xb9c3,jne,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb71c,e1000_copper_link_igp_setup,0xb6e0
0xb9de,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb9e3,e1000_copper_link_igp_setup,0xb6e0
0xb9e8,jne,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb71c,e1000_copper_link_igp_setup,0xb6e0
0xb9fa,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xb9ff,e1000_copper_link_igp_setup,0xb6e0
0xba04,jne,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb71c,e1000_copper_link_igp_setup,0xb6e0
0xba20,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xba25,e1000_copper_link_igp_setup,0xb6e0
0xba2a,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb83d,e1000_copper_link_igp_setup,0xb6e0
0xba41,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xba46,e1000_copper_link_igp_setup,0xb6e0
0xba4b,jne,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb969,e1000_copper_link_igp_setup,0xb6e0
0xba5c,jne,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb912,e1000_copper_link_igp_setup,0xb6e0
0xba78,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xba7d,e1000_copper_link_igp_setup,0xb6e0
0xba82,je,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb912,e1000_copper_link_igp_setup,0xb6e0
0xba99,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xba9e,e1000_copper_link_igp_setup,0xb6e0
0xbaa3,jne,条件跳转,e1000_copper_link_igp_setup,0xb6e0,0xb969,e1000_copper_link_igp_setup,0xb6e0
0xbadb,callq,函数调用,e1000_copper_link_igp_setup,0xb6e0,0xbae0,e1000_copper_link_rtl_setup,0xbae0
0xbae0,callq,函数调用,e1000_copper_link_rtl_setup,0xbae0,0xbae5,e1000_copper_link_rtl_setup,0xbae0
0xbaf0,callq,函数调用,e1000_copper_link_rtl_setup,0xbae0,0xbaf5,e1000_copper_link_rtl_setup,0xbae0
0xbafa,jne,条件跳转,e1000_copper_link_rtl_setup,0xbae0,0xbb09,e1000_copper_link_rtl_setup,0xbae0
0xbb1b,callq,函数调用,e1000_copper_link_rtl_setup,0xbae0,0xbb20,e1000_copper_link_rtl_setup,0xbae0
0xbb31,callq,函数调用,e1000_copper_link_rtl_setup,0xbae0,0xbb36,e1000_copper_link_rtl_setup,0xbae0
0xbb50,callq,函数调用,e1000_phy_get_info,0xbb50,0xbb55,e1000_phy_get_info,0xbb50
0xbb92,jne,条件跳转,e1000_phy_get_info,0xbb50,0xbdc6,e1000_phy_get_info,0xbb50
0xbba4,callq,函数调用,e1000_phy_get_info,0xbb50,0xbba9,e1000_phy_get_info,0xbb50
0xbbab,je,条件跳转,e1000_phy_get_info,0xbb50,0xbbcf,e1000_phy_get_info,0xbb50
0xbbba,jne,条件跳转,e1000_phy_get_info,0xbb50,0xbe23,e1000_phy_get_info,0xbb50
0xbbdb,callq,函数调用,e1000_phy_get_info,0xbb50,0xbbe0,e1000_phy_get_info,0xbb50
0xbbe2,jne,条件跳转,e1000_phy_get_info,0xbb50,0xbbad,e1000_phy_get_info,0xbb50
0xbbe8,je,条件跳转,e1000_phy_get_info,0xbb50,0xbdf7,e1000_phy_get_info,0xbb50
0xbbf6,je,条件跳转,e1000_phy_get_info,0xbb50,0xbce4,e1000_phy_get_info,0xbb50
0xbc02,jbe,条件跳转,e1000_phy_get_info,0xbb50,0xbbad,e1000_phy_get_info,0xbb50
0xbc11,ja,条件跳转,e1000_phy_get_info,0xbb50,0xbc17,e1000_phy_get_info,0xbb50
0xbc2b,callq,函数调用,e1000_phy_get_info,0xbb50,0xbc30,e1000_phy_get_info,0xbb50
0xbc32,jne,条件跳转,e1000_phy_get_info,0xbb50,0xbbad,e1000_phy_get_info,0xbb50
0xbc56,callq,函数调用,e1000_phy_get_info,0xbb50,0x9c40,e1000_check_polarity,0x9c40
0xbc5d,jne,条件跳转,e1000_phy_get_info,0xbb50,0xbbad,e1000_phy_get_info,0xbb50
0xbc75,callq,函数调用,e1000_phy_get_info,0xbb50,0xbc7a,e1000_phy_get_info,0xbb50
0xbc7c,jne,条件跳转,e1000_phy_get_info,0xbb50,0xbbad,e1000_phy_get_info,0xbb50
0xbc9d,jne,条件跳转,e1000_phy_get_info,0xbb50,0xbbad,e1000_phy_get_info,0xbb50
0xbcba,callq,函数调用,e1000_phy_get_info,0xbb50,0xbcbf,e1000_phy_get_info,0xbb50
0xbcc1,jne,条件跳转,e1000_phy_get_info,0xbb50,0xbbad,e1000_phy_get_info,0xbb50
0xbcf1,ja,条件跳转,e1000_phy_get_info,0xbb50,0xbcf7,e1000_phy_get_info,0xbb50
0xbd14,callq,函数调用,e1000_phy_get_info,0xbb50,0x9c40,e1000_check_polarity,0x9c40
0xbd1b,jne,条件跳转,e1000_phy_get_info,0xbb50,0xbbad,e1000_phy_get_info,0xbb50
0xbd33,callq,函数调用,e1000_phy_get_info,0xbb50,0xbd38,e1000_phy_get_info,0xbb50
0xbd3a,jne,条件跳转,e1000_phy_get_info,0xbb50,0xbbad,e1000_phy_get_info,0xbb50
0xbd59,jne,条件跳转,e1000_phy_get_info,0xbb50,0xbbad,e1000_phy_get_info,0xbb50
0xbd6b,callq,函数调用,e1000_phy_get_info,0xbb50,0xbd70,e1000_phy_get_info,0xbb50
0xbd72,jne,条件跳转,e1000_phy_get_info,0xbb50,0xbbad,e1000_phy_get_info,0xbb50
0xbd9b,callq,函数调用,e1000_phy_get_info,0xbb50,0x90c0,e1000_get_cable_length,0x90c0
0xbda2,jne,条件跳转,e1000_phy_get_info,0xbb50,0xbbad,e1000_phy_get_info,0xbb50
0xbdb9,ja,条件跳转,e1000_phy_get_info,0xbb50,0xbe28,e1000_phy_get_info,0xbb50
0xbdd2,callq,函数调用,e1000_phy_get_info,0xbb50,0xbdd7,e1000_phy_get_info,0xbb50
0xbde8,callq,函数调用,e1000_phy_get_info,0xbb50,0xbded,e1000_phy_get_info,0xbb50
0xbdf9,jmp,无条件跳转,e1000_phy_get_info,0xbb50,0xbdc8,e1000_phy_get_info,0xbb50
0xbdfe,callq,函数调用,e1000_phy_get_info,0xbb50,0xbe03,e1000_phy_get_info,0xbb50
0xbe14,callq,函数调用,e1000_phy_get_info,0xbb50,0xbe19,e1000_phy_get_info,0xbb50
0xbe23,callq,函数调用,e1000_phy_get_info,0xbb50,0xbe28,e1000_phy_get_info,0xbb50
0xbe2b,jg,条件跳转,e1000_phy_get_info,0xbb50,0xbe38,e1000_phy_get_info,0xbb50
0xbe3c,ja,条件跳转,e1000_phy_get_info,0xbb50,0xbe49,e1000_phy_get_info,0xbb50
0xbe60,callq,函数调用,e1000_validate_mdi_setting,0xbe60,0xbe65,e1000_validate_mdi_setting,0xbe60
0xbe6e,jne,条件跳转,e1000_validate_mdi_setting,0xbe60,0xbe8f,e1000_validate_mdi_setting,0xbe60
0xbe81,je,条件跳转,e1000_validate_mdi_setting,0xbe60,0xbe94,e1000_validate_mdi_setting,0xbe60
0xbe86,je,条件跳转,e1000_validate_mdi_setting,0xbe60,0xbe94,e1000_validate_mdi_setting,0xbe60
0xbea2,jmp,无条件跳转,e1000_validate_mdi_setting,0xbe60,0xbe88,e1000_validate_mdi_setting,0xbe60
0xbea7,callq,函数调用,e1000_validate_mdi_setting,0xbe60,0xbeac,e1000_validate_mdi_setting,0xbe60
0xbebd,callq,函数调用,e1000_validate_mdi_setting,0xbe60,0xbec2,e1000_validate_mdi_setting,0xbe60
0xbec2,jmp,无条件跳转,e1000_validate_mdi_setting,0xbe60,0xbe96,e1000_validate_mdi_setting,0xbe60
0xbed0,callq,函数调用,e1000_read_eeprom,0xbed0,0xbed5,e1000_read_eeprom,0xbed0
0xbeff,callq,函数调用,e1000_read_eeprom,0xbed0,0xbf04,e1000_read_eeprom,0xbed0
0xbf0f,je,条件跳转,e1000_read_eeprom,0xbed0,0xc059,e1000_read_eeprom,0xbed0
0xbf1e,jae,条件跳转,e1000_read_eeprom,0xbed0,0xc081,e1000_read_eeprom,0xbed0
0xbf31,jg,条件跳转,e1000_read_eeprom,0xbed0,0xc081,e1000_read_eeprom,0xbed0
0xbf3a,je,条件跳转,e1000_read_eeprom,0xbed0,0xc081,e1000_read_eeprom,0xbed0
0xbf43,callq,函数调用,e1000_read_eeprom,0xbed0,0x81c0,e1000_acquire_eeprom,0x81c0
0xbf4d,jne,条件跳转,e1000_read_eeprom,0xbed0,0xc0cb,e1000_read_eeprom,0xbed0
0xbf5a,je,条件跳转,e1000_read_eeprom,0xbed0,0xbfe4,e1000_read_eeprom,0xbed0
0xbf63,je,条件跳转,e1000_read_eeprom,0xbed0,0xbf8f,e1000_read_eeprom,0xbed0
0xbf68,callq,函数调用,e1000_read_eeprom,0xbed0,0x8860,e1000_release_eeprom,0x8860
0xbf74,callq,函数调用,e1000_read_eeprom,0xbed0,0xbf79,e1000_read_eeprom,0xbed0
0xbf9e,callq,函数调用,e1000_read_eeprom,0xbed0,0x8a00,e1000_shift_out_ee_bits,0x8a00
0xbfb5,callq,函数调用,e1000_read_eeprom,0xbed0,0x8a00,e1000_shift_out_ee_bits,0x8a00
0xbfc2,callq,函数调用,e1000_read_eeprom,0xbed0,0x8950,e1000_shift_in_ee_bits,0x8950
0xbfd3,callq,函数调用,e1000_read_eeprom,0xbed0,0x87a0,e1000_standby_eeprom,0x87a0
0xbfd8,callq,函数调用,e1000_read_eeprom,0xbed0,0xbfdd,e1000_read_eeprom,0xbed0
0xbfe0,ja,条件跳转,e1000_read_eeprom,0xbed0,0xbf91,e1000_read_eeprom,0xbed0
0xbfe2,jmp,无条件跳转,e1000_read_eeprom,0xbed0,0xbf65,e1000_read_eeprom,0xbed0
0xbfe7,callq,函数调用,e1000_read_eeprom,0xbed0,0x8af0,e1000_spi_eeprom_ready,0x8af0
0xbff1,jne,条件跳转,e1000_read_eeprom,0xbed0,0xc0d6,e1000_read_eeprom,0xbed0
0xbff7,callq,函数调用,e1000_read_eeprom,0xbed0,0x87a0,e1000_standby_eeprom,0x87a0
0xc002,jne,条件跳转,e1000_read_eeprom,0xbed0,0xc08e,e1000_read_eeprom,0xbed0
0xc011,jbe,条件跳转,e1000_read_eeprom,0xbed0,0xc08e,e1000_read_eeprom,0xbed0
0xc01b,callq,函数调用,e1000_read_eeprom,0xbed0,0x8a00,e1000_shift_out_ee_bits,0x8a00
0xc030,callq,函数调用,e1000_read_eeprom,0xbed0,0x8a00,e1000_shift_out_ee_bits,0x8a00
0xc03d,callq,函数调用,e1000_read_eeprom,0xbed0,0x8950,e1000_shift_in_ee_bits,0x8950
0xc052,ja,条件跳转,e1000_read_eeprom,0xbed0,0xc035,e1000_read_eeprom,0xbed0
0xc077,callq,函数调用,e1000_read_eeprom,0xbed0,0xc07c,e1000_read_eeprom,0xbed0
0xc09e,callq,函数调用,e1000_read_eeprom,0xbed0,0xc0a3,e1000_read_eeprom,0xbed0
0xc0c1,callq,函数调用,e1000_read_eeprom,0xbed0,0xc0c6,e1000_read_eeprom,0xbed0
0xc0d6,callq,函数调用,e1000_read_eeprom,0xbed0,0x8860,e1000_release_eeprom,0x8860
0xc0f0,callq,函数调用,e1000_setup_copper_link,0xc0f0,0xc0f5,e1000_setup_copper_link,0xc0f0
0xc11f,jbe,条件跳转,e1000_setup_copper_link,0xc0f0,0xc38f,e1000_setup_copper_link,0xc0f0
0xc139,je,条件跳转,e1000_setup_copper_link,0xc0f0,0xc276,e1000_setup_copper_link,0xc0f0
0xc14b,jne,条件跳转,e1000_setup_copper_link,0xc0f0,0xc36c,e1000_setup_copper_link,0xc0f0
0xc157,je,条件跳转,e1000_setup_copper_link,0xc0f0,0xc5c1,e1000_setup_copper_link,0xc0f0
0xc16c,callq,函数调用,e1000_setup_copper_link,0xc0f0,0xc171,e1000_setup_copper_link,0xc0f0
0xc187,callq,函数调用,e1000_setup_copper_link,0xc0f0,0xc18c,e1000_setup_copper_link,0xc0f0
0xc196,ja,条件跳转,e1000_setup_copper_link,0xc0f0,0xc381,e1000_setup_copper_link,0xc0f0
0xc1ab,je,条件跳转,e1000_setup_copper_link,0xc0f0,0xc7bd,e1000_setup_copper_link,0xc0f0
0xc1b3,jne,条件跳转,e1000_setup_copper_link,0xc0f0,0xc3ae,e1000_setup_copper_link,0xc0f0
0xc1c4,ja,条件跳转,e1000_setup_copper_link,0xc0f0,0xc1ca,e1000_setup_copper_link,0xc0f0
